chrom	start	end	strand	name	product	KO	description																
contig_1	6466333	6468015	rev	R401_flye_gene_5615	phbC	K03821	polyhydroxyalkanoate synthase subunit PhaC [EC:2.3.1.-]																
contig_1	6468128	6468985	rev	R401_flye_gene_5616	phaZ	K22250	poly(3-hydroxyoctanoate) depolymerase [EC:3.1.1.76]																
contig_1	1422649	1423734	fwd	R401_flye_gene_1259	adrA	K18968	diguanylate cyclase [EC:2.7.7.65]																
contig_1	1419789	1421288	rev	R401_flye_gene_1257	glcD	K00104	glycolate oxidase [EC:1.1.3.15]																
contig_1	3067078	3067302	rev	R401_flye_gene_2589	hypothetical protein	NA	NA																
contig_1	1421463	1422392	rev	R401_flye_gene_1258	mhpC	K05714	2-hydroxy-6-oxonona-2%2C4-dienedioate hydrolase [EC:3.7.1.14]																
contig_1	3066515	3066913	fwd	R401_flye_gene_2588	GLO1	K01759	lactoylglutathione lyase [EC:4.4.1.5]																
contig_1	1417509	1418729	rev	R401_flye_gene_1255	glcF	K11473	glycolate oxidase iron-sulfur subunit																
contig_1	3065467	3066423	fwd	R401_flye_gene_2587	eamA	K15268	O-acetylserine/cysteine efflux transporter																
contig_1	1418731	1419789	rev	R401_flye_gene_1256	glcE	K11472	glycolate oxidase FAD binding subunit																
contig_1	3064538	3065392	rev	R401_flye_gene_2586	ytlI	K21960	LysR family transcriptional regulator%2C regulator of the ytmI operon																
contig_1	1415227	1415745	rev	R401_flye_gene_1253	hcp	K11903	type VI secretion system secreted protein Hcp																
contig_1	3062601	3064352	fwd	R401_flye_gene_2585	E3.5.1.4	K01426	amidase [EC:3.5.1.4]																
contig_1	1416044	1417420	rev	R401_flye_gene_1254	hypothetical protein	NA	NA																
contig_1	3061723	3062400	rev	R401_flye_gene_2584	hypothetical protein	NA	NA																
contig_1	6459611	6459943	rev	R401_flye_gene_5606	hisE	K01523	phosphoribosyl-ATP pyrophosphohydrolase [EC:3.6.1.31]																
contig_1	6459936	6460334	rev	R401_flye_gene_5607	hisI	K01496	phosphoribosyl-AMP cyclohydrolase [EC:3.5.4.19]																
contig_1	6460466	6462070	rev	R401_flye_gene_5608	ubiB	K03688	ubiquinone biosynthesis protein																
contig_1	6462074	6462691	rev	R401_flye_gene_5609	ubiJ	K03690	ubiquinone biosynthesis protein UbiJ																
contig_1	1399999	1401102	rev	R401_flye_gene_1240	K16149	K16149	1%2C4-alpha-glucan branching enzyme [EC:2.4.1.18]																
contig_1	3051270	3052940	fwd	R401_flye_gene_2572	sqr	K17218	sulfide:quinone oxidoreductase [EC:1.8.5.4]																
contig_1	1401099	1402691	rev	R401_flye_gene_1241	pslE	K20998	polysaccharide biosynthesis protein PslE																
contig_1	3050345	3051223	fwd	R401_flye_gene_2571	gloB	K01069	hydroxyacylglutathione hydrolase [EC:3.1.2.6]																
contig_1	3048796	3050118	rev	R401_flye_gene_2570	atoC	K07714	two-component system%2C NtrC family%2C response regulator AtoC																
contig_1	6453283	6455199	rev	R401_flye_gene_5600	mcp	K03406	methyl-accepting chemotaxis protein																
contig_1	6455322	6457238	rev	R401_flye_gene_5601	mcp	K03406	methyl-accepting chemotaxis protein																
contig_1	6457371	6458078	rev	R401_flye_gene_5602	rsmE	K09761	16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]																
contig_1	6458075	6458872	rev	R401_flye_gene_5603	tatC	K03118	sec-independent protein translocase protein TatC																
contig_1	6458869	6459288	rev	R401_flye_gene_5604	tatB	K03117	sec-independent protein translocase protein TatB																
contig_1	6459299	6459586	rev	R401_flye_gene_5605	tatA	K03116	sec-independent protein translocase protein TatA																
contig_1	1409933	1410601	fwd	R401_flye_gene_1248	ABC.CD.A	K02003	putative ABC transport system ATP-binding protein																
contig_1	1410601	1413069	fwd	R401_flye_gene_1249	ABC.CD.P	K02004	putative ABC transport system permease protein																
contig_1	3057470	3058132	rev	R401_flye_gene_2579	K02483	K02483	two-component system%2C OmpR family%2C response regulator																
contig_1	1406204	1407568	rev	R401_flye_gene_1246	UGDH	K00012	UDPglucose 6-dehydrogenase [EC:1.1.1.22]																
contig_1	3056106	3057473	rev	R401_flye_gene_2578	qseC	K07645	two-component system%2C OmpR family%2C sensor histidine kinase QseC [EC:2.7.13.3]																
contig_1	1407944	1409641	fwd	R401_flye_gene_1247	eptA	K03760	lipid A ethanolaminephosphotransferase [EC:2.7.8.43]																
contig_1	3054969	3056060	fwd	R401_flye_gene_2577	K07222	K07222	putative flavoprotein involved in K  transport																
contig_1	1404395	1405141	rev	R401_flye_gene_1244	rfbP	K00996	undecaprenyl-phosphate galactose phosphotransferase [EC:2.7.8.6]																
contig_1	3054685	3054873	fwd	R401_flye_gene_2576	hypothetical protein	NA	NA																
contig_1	1405128	1406207	rev	R401_flye_gene_1245	E5.1.3.6	K08679	UDP-glucuronate 4-epimerase [EC:5.1.3.6]																
contig_1	3054252	3054671	fwd	R401_flye_gene_2575	K07112	K07112	uncharacterized protein																
contig_1	1402707	1403729	rev	R401_flye_gene_1242	wza	K01991	polysaccharide biosynthesis/export protein																
contig_1	3053815	3054249	fwd	R401_flye_gene_2574	K07112	K07112	uncharacterized protein																
contig_1	1403750	1404394	rev	R401_flye_gene_1243	epsB	K00903	protein-tyrosine kinase [EC:2.7.10.2]																
contig_1	3052969	3053772	fwd	R401_flye_gene_2573	K07090	K07090	uncharacterized protein																
contig_1	1398632	1400002	rev	R401_flye_gene_1239	hypothetical protein	NA	NA																
contig_1	3039443	3040693	rev	R401_flye_gene_2561	hypothetical protein	NA	NA																
contig_1	4536662	4537282	fwd	R401_flye_gene_3892	hypothetical protein	NA	NA																
contig_1	1388213	1389097	rev	R401_flye_gene_1230	K06889	K06889	uncharacterized protein																
contig_1	3038427	3039338	rev	R401_flye_gene_2560	uspE	K14055	universal stress protein E																
contig_1	4535953	4536363	fwd	R401_flye_gene_3891	ftsK	K03466	DNA segregation ATPase FtsK/SpoIIIE%2C S-DNA-T family																
contig_1	4534333	4535652	fwd	R401_flye_gene_3890	kgtP	K03761	MFS transporter%2C MHS family%2C alpha-ketoglutarate permease																
contig_1	1396547	1397683	rev	R401_flye_gene_1237	pdgA	K22278	peptidoglycan-N-acetylglucosamine deacetylase [EC:3.5.1.104]																
contig_1	3048454	3048654	rev	R401_flye_gene_2569	hypothetical protein	NA	NA																
contig_1	1397676	1398635	rev	R401_flye_gene_1238	rfbC	K20444	O-antigen biosynthesis protein [EC:2.4.1.-]																
contig_1	3046886	3048457	rev	R401_flye_gene_2568	cydA	K00425	cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7]																
contig_1	4543549	4545861	rev	R401_flye_gene_3899	metE	K00549	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]																
contig_1	1394229	1395533	rev	R401_flye_gene_1235	hypothetical protein	NA	NA																
contig_1	3045757	3046893	rev	R401_flye_gene_2567	cydB	K00426	cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]																
contig_1	4542185	4543204	rev	R401_flye_gene_3898	pip	K01259	proline iminopeptidase [EC:3.4.11.5]																
contig_1	1395530	1396534	rev	R401_flye_gene_1236	hypothetical protein	NA	NA																
contig_1	3045611	3045733	rev	R401_flye_gene_2566	cydX	K00424	cytochrome bd-I ubiquinol oxidase subunit X [EC:7.1.1.7]																
contig_1	4541219	4542127	fwd	R401_flye_gene_3897	gcvA	K03566	LysR family transcriptional regulator%2C glycine cleavage system transcriptional activator																
contig_1	1391363	1392052	rev	R401_flye_gene_1233	hypothetical protein	NA	NA																
contig_1	3045327	3045614	rev	R401_flye_gene_2565	hypothetical protein	NA	NA																
contig_1	4539427	4541058	rev	R401_flye_gene_3896	E2.2.1.6L	K01652	acetolactate synthase I/II/III large subunit [EC:2.2.1.6]																
contig_1	1392049	1394232	rev	R401_flye_gene_1234	hypothetical protein	NA	NA																
contig_1	3044726	3045214	fwd	R401_flye_gene_2564	hypothetical protein	NA	NA																
contig_1	4538356	4539285	fwd	R401_flye_gene_3895	gbdR	K21826	AraC family transcriptional regulator%2C glycine betaine-responsive activator																
contig_1	1389416	1390210	rev	R401_flye_gene_1231	chbG	K03478	chitin disaccharide deacetylase [EC:3.5.1.105]																
contig_1	3041936	3044683	fwd	R401_flye_gene_2563	K01537	NA	NA																
contig_1	4537674	4538027	rev	R401_flye_gene_3894	hypothetical protein	NA	NA																
contig_1	1390182	1391357	rev	R401_flye_gene_1232	hypothetical protein	NA	NA																
contig_1	3040952	3041875	fwd	R401_flye_gene_2562	uspE	K14055	universal stress protein E																
contig_1	4537385	4537630	rev	R401_flye_gene_3893	hypothetical protein	NA	NA																
contig_1	1382922	1385318	fwd	R401_flye_gene_1228	lon	K01338	ATP-dependent Lon protease [EC:3.4.21.53]																
contig_1	1385964	1387835	fwd	R401_flye_gene_1229	ppiD	K03770	peptidyl-prolyl cis-trans isomerase D [EC:5.2.1.8]																
contig_1	3037811	3038374	fwd	R401_flye_gene_2559	yfiQ	K09181	acetyltransferase																
contig_1	4419741	4421279	fwd	R401_flye_gene_3801	glpA	K00111	glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]																
contig_1	4418672	4419427	fwd	R401_flye_gene_3800	glpR	K02444	DeoR family transcriptional regulator%2C glycerol-3-phosphate regulon repressor																
contig_1	1030550	1031353	fwd	R401_flye_gene_931	hypothetical protein	NA	NA																
contig_1	1031480	1032406	rev	R401_flye_gene_932	dgcB	K13590	diguanylate cyclase [EC:2.7.7.65]																
contig_1	1028046	1030505	fwd	R401_flye_gene_930	amt	K03320	ammonium transporter%2C Amt family																
contig_1	2989265	2989558	fwd	R401_flye_gene_2514	hypothetical protein	NA	NA																
contig_1	4463930	4464136	rev	R401_flye_gene_3845	slyX	K03745	SlyX protein																
contig_1	2988833	2989138	rev	R401_flye_gene_2513	hypothetical protein	NA	NA																
contig_1	4463248	4463853	fwd	R401_flye_gene_3844	cspA	K03704	cold shock protein (beta-ribbon%2C CspA family)																
contig_1	2988107	2988754	rev	R401_flye_gene_2512	hypothetical protein	NA	NA																
contig_1	4462383	4462853	rev	R401_flye_gene_3843	dps	K04047	starvation-inducible DNA-binding protein																
contig_1	2987330	2988064	fwd	R401_flye_gene_2511	arsH	K11811	arsenical resistance protein ArsH																
contig_1	4461832	4462173	rev	R401_flye_gene_3842	hypothetical protein	NA	NA																
contig_1	2986407	2987123	rev	R401_flye_gene_2510	cmoA	K15256	tRNA (cmo5U34)-methyltransferase [EC:2.1.1.-]																
contig_1	4461403	4461624	rev	R401_flye_gene_3841	hypothetical protein	NA	NA																
contig_1	4459552	4461327	rev	R401_flye_gene_3840	aspS	K01876	aspartyl-tRNA synthetase [EC:6.1.1.12]																
contig_1	2986222	2986383	fwd	R401_flye_gene_2509	hypothetical protein	NA	NA																
contig_1	2985251	2986156	fwd	R401_flye_gene_2508	hypothetical protein	NA	NA																
contig_1	4458685	4459431	rev	R401_flye_gene_3839	glgC	K00975	glucose-1-phosphate adenylyltransferase [EC:2.7.7.27]																
contig_1	2984755	2985033	rev	R401_flye_gene_2507	hypothetical protein	NA	NA																
contig_1	4457894	4458418	rev	R401_flye_gene_3838	ruvC	K01159	crossover junction endodeoxyribonuclease RuvC [EC:3.1.22.4]																
contig_1	2984192	2984758	rev	R401_flye_gene_2506	nemR	K16137	TetR/AcrR family transcriptional regulator%2C transcriptional repressor for nem operon																
contig_1	4457172	4457780	rev	R401_flye_gene_3837	ruvA	K03550	holliday junction DNA helicase RuvA [EC:3.6.4.12]																
contig_1	2983662	2984138	rev	R401_flye_gene_2505	K09958	K09958	uncharacterized protein																
contig_1	4456110	4457171	rev	R401_flye_gene_3836	ruvB	K03551	holliday junction DNA helicase RuvB [EC:3.6.4.12]																
contig_1	2982986	2983462	rev	R401_flye_gene_2504	K09958	K09958	uncharacterized protein																
contig_1	4455515	4455982	rev	R401_flye_gene_3835	E3.1.2.23	K01075	4-hydroxybenzoyl-CoA thioesterase [EC:3.1.2.23]																
contig_1	1025401	1026036	fwd	R401_flye_gene_928	K07396	K07396	putative protein-disulfide isomerase																
contig_1	1026029	1027855	fwd	R401_flye_gene_929	ABCC-BAC	K06148	ATP-binding cassette%2C subfamily C%2C bacterial																
contig_1	1023861	1024160	fwd	R401_flye_gene_926	bolA	K05527	BolA family transcriptional regulator%2C general stress-responsive regulator																
contig_1	1024456	1025397	fwd	R401_flye_gene_927	K07146	K07146	UPF0176 protein																
contig_1	1021733	1023127	rev	R401_flye_gene_924	E4.2.1.2B	K01679	fumarate hydratase%2C class II [EC:4.2.1.2]																
contig_1	1023330	1023848	fwd	R401_flye_gene_925	K09924	K09924	uncharacterized protein																
contig_1	1020328	1020525	rev	R401_flye_gene_922	hypothetical protein	NA	NA																
contig_1	1020716	1021678	fwd	R401_flye_gene_923	eamA	K15268	O-acetylserine/cysteine efflux transporter																
contig_1	1044315	1046522	fwd	R401_flye_gene_942	E1.3.1.12	K00210	prephenate dehydrogenase [EC:1.3.1.12]																
contig_1	1046519	1047208	fwd	R401_flye_gene_943	cmk	K00945	CMP/dCMP kinase [EC:2.7.4.25]																
contig_1	1042066	1043160	fwd	R401_flye_gene_940	pheA	K14170	chorismate mutase / prephenate dehydratase [EC:5.4.99.5 4.2.1.51]																
contig_1	1043174	1044286	fwd	R401_flye_gene_941	hisC	K00817	histidinol-phosphate aminotransferase [EC:2.6.1.9]																
contig_1	2981791	2982678	fwd	R401_flye_gene_2503	cynR	K11921	LysR family transcriptional regulator%2C cyn operon transcriptional activator																
contig_1	4454830	4455525	rev	R401_flye_gene_3834	tolQ	K03562	biopolymer transport protein TolQ																
contig_1	2981020	2981679	rev	R401_flye_gene_2502	cynT	K01673	carbonic anhydrase [EC:4.2.1.1]																
contig_1	4454354	4454815	rev	R401_flye_gene_3833	tolR	K03560	biopolymer transport protein TolR																
contig_1	2980510	2980980	rev	R401_flye_gene_2501	cynS	K01725	cyanate lyase [EC:4.2.1.104]																
contig_1	4453275	4454354	rev	R401_flye_gene_3832	tolA	K03646	colicin import membrane protein																
contig_1	2980143	2980397	rev	R401_flye_gene_2500	hypothetical protein	NA	NA																
contig_1	4451977	4453257	rev	R401_flye_gene_3831	tolB	K03641	TolB protein																
contig_1	4451427	4451924	rev	R401_flye_gene_3830	pal	K03640	peptidoglycan-associated lipoprotein																
contig_1	4450581	4451420	rev	R401_flye_gene_3829	bamD	K05807	outer membrane protein assembly factor BamD																
contig_1	4449767	4450414	rev	R401_flye_gene_3828	queE	K10026	7-carboxy-7-deazaguanine synthase [EC:4.3.99.3]																
contig_1	4449073	4449765	rev	R401_flye_gene_3827	queC	K06920	7-cyano-7-deazaguanine synthase [EC:6.3.4.20]																
contig_1	4448934	4449009	rev	tRNA-Lys(ttt)	tRNA	NA	NA																
contig_1	4448006	4448689	rev	R401_flye_gene_3825	hypothetical protein	NA	NA																
contig_1	4446813	4448000	fwd	R401_flye_gene_3824	MFS.CP	K03449	MFS transporter%2C CP family%2C cyanate transporter																
contig_1	1040975	1042066	fwd	R401_flye_gene_939	serC	K00831	phosphoserine aminotransferase [EC:2.6.1.52]																
contig_1	1036568	1037644	fwd	R401_flye_gene_937	mtnA	K08963	methylthioribose-1-phosphate isomerase [EC:5.3.1.23]																
contig_1	1038090	1040753	fwd	R401_flye_gene_938	gyrA	K02469	DNA gyrase subunit A [EC:5.99.1.3]																
contig_1	1034370	1035068	rev	R401_flye_gene_935	ubiG	K00568	2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64]																
contig_1	1035130	1036461	rev	R401_flye_gene_936	mtaD	K12960	5-methylthioadenosine/S-adenosylhomocysteine deaminase [EC:3.5.4.31 3.5.4.28]																
contig_1	1032762	1033502	rev	R401_flye_gene_933	fabG	K00059	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]																
contig_1	1033694	1034365	rev	R401_flye_gene_934	mupP	K22292	N-acetyl-D-muramate 6-phosphate phosphatase [EC:3.1.3.105]																
contig_1	1005291	1007384	fwd	R401_flye_gene_910	mdoB	K01002	phosphoglycerol transferase [EC:2.7.8.20]																
contig_1	4445604	4446515	fwd	R401_flye_gene_3823	pcoD	K07245	copper resistance protein D																
contig_1	4445213	4445599	fwd	R401_flye_gene_3822	copC	K07156	copper resistance protein C																
contig_1	4444239	4445159	fwd	R401_flye_gene_3821	pcoB	K07233	copper resistance protein B																
contig_1	4442453	4444228	fwd	R401_flye_gene_3820	mmcO	K22552	multicopper oxidase [EC:1.16.3.1]																
contig_1	4441079	4442137	rev	R401_flye_gene_3819	nadA	K03517	quinolinate synthase [EC:2.5.1.72]																
contig_1	4440447	4440935	fwd	R401_flye_gene_3818	hypothetical protein	NA	NA																
contig_1	4440142	4440354	fwd	R401_flye_gene_3817	cspA	K03704	cold shock protein (beta-ribbon%2C CspA family)																
contig_1	4438622	4439746	fwd	R401_flye_gene_3816	gcvT	K00605	aminomethyltransferase [EC:2.1.2.10]																
contig_1	4437206	4438582	fwd	R401_flye_gene_3815	E4.3.1.17	K01752	L-serine dehydratase [EC:4.3.1.17]																
contig_1	1003340	1004542	fwd	R401_flye_gene_908	ccmH	K02200	cytochrome c-type biogenesis protein CcmH																
contig_1	4434230	4437079	fwd	R401_flye_gene_3814	GLDC	K00281	glycine dehydrogenase [EC:1.4.4.2]																
contig_1	1004557	1004964	fwd	R401_flye_gene_909	hypothetical protein	NA	NA																
contig_1	4433836	4434219	fwd	R401_flye_gene_3813	gcvH	K02437	glycine cleavage system H protein																
contig_1	1002341	1002877	fwd	R401_flye_gene_906	ccmG	K02199	cytochrome c biogenesis protein CcmG%2C thiol:disulfide interchange protein DsbE																
contig_1	1002874	1003347	fwd	R401_flye_gene_907	ccmH	K02200	cytochrome c-type biogenesis protein CcmH																
contig_1	999897	1000352	fwd	R401_flye_gene_904	ccmE	K02197	cytochrome c-type biogenesis protein CcmE																
contig_1	1000356	1002344	fwd	R401_flye_gene_905	ccmF	K02198	cytochrome c-type biogenesis protein CcmF																
contig_1	998972	999727	fwd	R401_flye_gene_902	ccmC	K02195	heme exporter protein C																
contig_1	999724	999900	fwd	R401_flye_gene_903	ccmD	K02196	heme exporter protein D																
contig_1	997577	998212	fwd	R401_flye_gene_900	ccmA	K02193	heme exporter protein A [EC:3.6.3.41]																
contig_1	998209	998877	fwd	R401_flye_gene_901	ccmB	K02194	heme exporter protein B																
contig_1	1017351	1018865	fwd	R401_flye_gene_920	ppk2	K22468	polyphosphate kinase [EC:2.7.4.1]																
contig_1	1018969	1020153	fwd	R401_flye_gene_921	fadA	K00632	acetyl-CoA acyltransferase [EC:2.3.1.16]																
contig_1	4431892	4433400	fwd	R401_flye_gene_3812	tyrR	K03721	transcriptional regulator of aroF%2C aroG%2C tyrA and aromatic amino acid transport																
contig_1	4430800	4431687	fwd	R401_flye_gene_3811	dmlR	K16135	LysR family transcriptional regulator%2C transcriptional activator for dmlA																
contig_1	4429790	4430668	rev	R401_flye_gene_3810	hypothetical protein	NA	NA																
contig_1	4428886	4429500	rev	R401_flye_gene_3809	K07118	K07118	uncharacterized protein																
contig_1	4428404	4428742	fwd	R401_flye_gene_3808	glpM	K02442	membrane protein GlpM																
contig_1	4427056	4428384	fwd	R401_flye_gene_3807	aauR	K17061	two-component system%2C response regulator AauR																
contig_1	4425155	4427059	fwd	R401_flye_gene_3806	aauS	K17060	two-component system%2C sensor histidine kinase AauS [EC:2.7.13.3]																
contig_1	4424248	4424982	fwd	R401_flye_gene_3805	gltL	K10004	glutamate/aspartate transport system ATP-binding protein [EC:7.4.2.1]																
contig_1	4423580	4424251	fwd	R401_flye_gene_3804	gltK	K10002	glutamate/aspartate transport system permease protein																
contig_1	1015125	1017107	rev	R401_flye_gene_919	mnmC	K15461	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein [EC:2.1.1.61 1.5.-.-]																
contig_1	4422834	4423580	fwd	R401_flye_gene_3803	gltJ	K10003	glutamate/aspartate transport system permease protein																
contig_1	4421729	4422643	fwd	R401_flye_gene_3802	gltI	K10001	glutamate/aspartate transport system substrate-binding protein																
contig_1	1011322	1013067	rev	R401_flye_gene_917	asnB	K01953	asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]																
contig_1	1013071	1014843	rev	R401_flye_gene_918	asnB	K01953	asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]																
contig_1	1009378	1009605	rev	R401_flye_gene_915	K09898	K09898	uncharacterized protein																
contig_1	1009818	1011008	rev	R401_flye_gene_916	E3.4.11.-	K01269	aminopeptidase [EC:3.4.11.-]																
contig_1	1008661	1009038	fwd	R401_flye_gene_913	TC.SMR3	K09771	small multidrug resistance family-3 protein																
contig_1	1009189	1009389	fwd	R401_flye_gene_914	csrA	K03563	carbon storage regulator																
contig_1	1007448	1007600	rev	R401_flye_gene_911	hypothetical protein	NA	NA																
contig_1	1007833	1008648	fwd	R401_flye_gene_912	fabG	K00059	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]																
contig_1	950001	951302	fwd	R401_flye_gene_854	flgJ	K02395	flagellar protein FlgJ																
contig_1	3678280	3679389	rev	R401_flye_gene_3089	K17325	K17325	glycerol transport system ATP-binding protein																
contig_1	951313	953328	fwd	R401_flye_gene_855	flgK	K02396	flagellar hook-associated protein 1 FlgK																
contig_1	3677417	3678283	rev	R401_flye_gene_3088	K17322	K17322	glycerol transport system permease protein																
contig_1	948179	948874	fwd	R401_flye_gene_852	flgH	K02393	flagellar L-ring protein precursor FlgH																
contig_1	3676606	3677406	rev	R401_flye_gene_3087	glpQ	K17323	glycerol transport system permease protein																
contig_1	948884	949990	fwd	R401_flye_gene_853	flgI	K02394	flagellar P-ring protein precursor FlgI																
contig_1	3676323	3676595	rev	R401_flye_gene_3086	hypothetical protein	NA	NA																
contig_1	946534	947271	fwd	R401_flye_gene_850	flgF	K02391	flagellar basal-body rod protein FlgF																
contig_1	3674532	3676274	rev	R401_flye_gene_3085	glpV	K17321	glycerol transport system substrate-binding protein																
contig_1	947321	948106	fwd	R401_flye_gene_851	flgG	K02392	flagellar basal-body rod protein FlgG																
contig_1	3673255	3674124	rev	R401_flye_gene_3084	hypothetical protein	NA	NA																
contig_1	3673000	3673107	rev	R401_flye_gene_3083	hypothetical protein	NA	NA																
contig_1	3671928	3672950	fwd	R401_flye_gene_3082	hypothetical protein	NA	NA																
contig_1	3670780	3671910	fwd	R401_flye_gene_3081	NIT1	K11206	deaminated glutathione amidase [EC:3.5.1.128]																
contig_1	3669390	3670607	fwd	R401_flye_gene_3080	hypothetical protein	NA	NA																
contig_1	944635	946194	fwd	R401_flye_gene_849	tyrR	K03721	transcriptional regulator of aroF%2C aroG%2C tyrA and aromatic amino acid transport																
contig_1	942963	943319	rev	R401_flye_gene_847	PCBD	K01724	4a-hydroxytetrahydrobiopterin dehydratase [EC:4.2.1.96]																
contig_1	943418	944203	rev	R401_flye_gene_848	phhA	K00500	phenylalanine-4-hydroxylase [EC:1.14.16.1]																
contig_1	941103	941666	fwd	R401_flye_gene_845	E2.4.2.21	K00768	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21]																
contig_1	941770	942963	rev	R401_flye_gene_846	tyrB	K00832	aromatic-amino-acid transaminase [EC:2.6.1.57]																
contig_1	963595	964989	fwd	R401_flye_gene_865	flrC	K10943	two-component system%2C response regulator FlrC																
contig_1	3666109	3667071	fwd	R401_flye_gene_3078	K07486	K07486	transposase																
contig_1	965239	965565	fwd	R401_flye_gene_866	fliE	K02408	flagellar hook-basal body complex protein FliE																
contig_1	3664844	3665752	rev	R401_flye_gene_3077	E3.5.99.7	K01505	1-aminocyclopropane-1-carboxylate deaminase [EC:3.5.99.7]																
contig_1	960794	962269	fwd	R401_flye_gene_863	fleQ	K10941	sigma-54 dependent transcriptional regulator%2C flagellar regulatory protein																
contig_1	3664289	3664837	fwd	R401_flye_gene_3076	cybB	K12262	cytochrome b561																
contig_1	962381	963589	fwd	R401_flye_gene_864	flrB	K10942	two-component system%2C sensor histidine kinase FlrB [EC:2.7.13.3]																
contig_1	3662756	3664162	fwd	R401_flye_gene_3075	vgrG	K11904	type VI secretion system secreted protein VgrG																
contig_1	959900	960304	fwd	R401_flye_gene_861	fliS	K02422	flagellar protein FliS																
contig_1	3661832	3662536	rev	R401_flye_gene_3074	glgC	K00975	glucose-1-phosphate adenylyltransferase [EC:2.7.7.27]																
contig_1	960329	960625	fwd	R401_flye_gene_862	hypothetical protein	NA	NA																
contig_1	3660312	3661655	fwd	R401_flye_gene_3073	inlA	K13730	internalin A																
contig_1	3658953	3660014	fwd	R401_flye_gene_3072	ABC.SP.S	K02055	putative spermidine/putrescine transport system substrate-binding protein																
contig_1	958363	959748	fwd	R401_flye_gene_860	fliD	K02407	flagellar hook-associated protein 2																
contig_1	3657819	3658934	fwd	R401_flye_gene_3071	soxB	K00303	sarcosine oxidase%2C subunit beta [EC:1.5.3.1]																
contig_1	3667110	3669149	rev	R401_flye_gene_3079	fadH	K00219	2%2C4-dienoyl-CoA reductase (NADPH2) [EC:1.3.1.34]																
contig_1	3656467	3657822	fwd	R401_flye_gene_3070	hcnB	K10815	hydrogen cyanide synthase HcnB [EC:1.4.99.5]																
contig_1	956412	957857	fwd	R401_flye_gene_858	fliC	K02406	flagellin																
contig_1	957932	958282	fwd	R401_flye_gene_859	flaG	K06603	flagellar protein FlaG																
contig_1	953342	954928	fwd	R401_flye_gene_856	flgL	K02397	flagellar hook-associated protein 3 FlgL																
contig_1	955231	956160	fwd	R401_flye_gene_857	fabH	K00648	3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]																
contig_1	925939	926526	rev	R401_flye_gene_832	K07039	K07039	uncharacterized protein																
contig_1	3654408	3655277	fwd	R401_flye_gene_3067	ABC.SP.P1	K02054	putative spermidine/putrescine transport system permease protein																
contig_1	5090043	5091080	fwd	R401_flye_gene_4398	holA	K02340	DNA polymerase III subunit delta [EC:2.7.7.7]																
contig_1	926959	929085	fwd	R401_flye_gene_833	recQ	K03654	ATP-dependent DNA helicase RecQ [EC:3.6.4.12]																
contig_1	3653386	3654411	fwd	R401_flye_gene_3066	ABC.SP.A	K02052	putative spermidine/putrescine transport system ATP-binding protein																
contig_1	5089398	5090003	fwd	R401_flye_gene_4397	lptE	K03643	LPS-assembly lipoprotein																
contig_1	917401	925248	fwd	R401_flye_gene_830	lapA	K12549	surface adhesion protein																
contig_1	3652305	3653141	rev	R401_flye_gene_3065	iclR	K13641	IclR family transcriptional regulator%2C acetate operon repressor																
contig_1	5086569	5089307	fwd	R401_flye_gene_4396	LARS	K01869	leucyl-tRNA synthetase [EC:6.1.1.4]																
contig_1	925535	925930	rev	R401_flye_gene_831	K09790	K09790	uncharacterized protein																
contig_1	3651509	3652261	fwd	R401_flye_gene_3064	hypothetical protein	NA	NA																
contig_1	5086077	5086397	rev	R401_flye_gene_4395	hypothetical protein	NA	NA																
contig_1	3651006	3651512	fwd	R401_flye_gene_3063	rpoE	K03088	RNA polymerase sigma-70 factor%2C ECF subfamily																
contig_1	5085212	5085973	rev	R401_flye_gene_4394	K08974	K08974	putative membrane protein																
contig_1	3649756	3650838	rev	R401_flye_gene_3062	katE	K03781	catalase [EC:1.11.1.6]																
contig_1	5083538	5085061	fwd	R401_flye_gene_4393	lnt	K03820	apolipoprotein N-acyltransferase [EC:2.3.1.269]																
contig_1	3649223	3649759	rev	R401_flye_gene_3061	cybB	K12262	cytochrome b561																
contig_1	5082671	5083510	fwd	R401_flye_gene_4392	corC	K06189	magnesium and cobalt transporter																
contig_1	3647902	3649047	fwd	R401_flye_gene_3060	K06987	K06987	uncharacterized protein																
